pA_pB	fc	sdfc
ABL1_chr9_133589790_SRC_chr20_36022600	-0.0242262529146986	0.0557795374064246
ABL1_chr9_133589790_TOP1_chr20_39657693	-0.0610286368286989	0.0722462197516351
ABL1_chr9_133589790_TOP1_chr20_39690109	0.0788497051177585	0.0710394094756794
ABL1_chr9_133589790_TP53_chr17_7577537	-0.0571400039803139	0.0348997134880531
ABL1_chr9_133589790_TP53_chr17_7579881	0.00595006712803095	0.0621815508060954
ABL1_chr9_133589790_TSC1_chr9_135804256	-0.0393765569381928	0.136056212218608
ABL1_chr9_133589790_TYMS_chr18_659665	-0.0538665151559929	0.0518696113773079
ABL1_chr9_133589790_VEGFA_chr6_43742077	-0.00614289788160222	0.0398370361424837
ABL1_chr9_133589790_VHL_chr3_10183773	-0.11004831978678	0.069166357165523
ABL1_chr9_133589790_WEE1_chr11_9595462	-0.03302350020029	0.0490606448660296
ABL1_chr9_133738283_AKT1_chr14_105258968	-0.0376559643752127	0.0509616259895403
ABL1_chr9_133738283_ALK_chr2_29541171	-0.048642134924909	0.0237006938652117
ABL1_chr9_133738283_ALK_chr2_29541172	0.0325210851859651	0.050688202969131
ABL1_chr9_133738283_ALK_chr2_30143522	0.00586356553415244	0.0840588546253386
ABL1_chr9_133738283_APC_chr5_112102933	0.0600204917837333	0.0295982310389823
ABL1_chr9_133738283_ARID1A_chr1_27022876	-0.0421816675043181	0.0745327874840432
ABL1_chr9_133738283_ARID1A_chr1_27056286	-0.00768121907035711	0.0737896652540271
ABL1_chr9_133738283_ATM_chr11_108098350	-0.00818674750978866	0.0446059978066684
ABL1_chr9_133738283_ATM_chr11_108098390	0.0216910804032099	0.0529906485682972
ABL1_chr9_133738283_BCL2_chr18_60795945	0.167351080575402	0.0939517664327359
ABL1_chr9_133738283_BCL2_chr18_60795960	0.0268817283171085	0.0371446107084306
ABL1_chr9_133738283_BRAF_chr7_140508787	0.0499049929273119	0.0322164590692587
ABL1_chr9_133738283_BRAF_chr7_140534469	-0.00902069842186976	0.0384625643225874
ABL1_chr9_133738283_BRCA1_chr17_41256141	-0.00663812380086592	0.0685273130415458
ABL1_chr9_133738283_BRCA1_chr17_41276018	-0.00737827659813224	0.0555462055820382
ABL1_chr9_133738283_BRCA2_chr13_32890586	-0.00536005991629011	0.0411751982928963
ABL1_chr9_133738283_BRCA2_chr13_32914228	-0.0363532286021182	0.0313343893161286
ABL1_chr9_133738283_BRD4_chr19_15383894	0.0727979357940889	0.0763362073693484
ABL1_chr9_133738283_BTK_chrX_100626613	0.0437476942347123	0.0491905543192822
ABL1_chr9_133738283_BTK_chrX_100645534	-0.00946689019646974	0.101635566019613
ABL1_chr9_133738283_CASP8_chr2_202123033	-0.0548500823202331	0.062623153691382
ABL1_chr9_133738283_CASP8_chr2_202131404	-0.0281653671080713	0.1210403577822
ABL1_chr9_133738283_CDH1_chr16_68771300	0.00629197007763724	0.0376302870834052
ABL1_chr9_133738283_CDH1_chr16_68772250	-0.124893800169794	0.0852797369207349
ABL1_chr9_133738283_CDK4_chr12_58143253	-0.0561993165212707	0.0490530144537449
ABL1_chr9_133738283_CDK6_chr7_92244474	-0.034010504260524	0.0338283122974425
ABL1_chr9_133738283_CDK6_chr7_92252365	-0.0233750984061281	0.0944162457146781
ABL1_chr9_133738283_CDK6_chr7_92462628	-0.142503146762869	0.0706421315605612
ABL1_chr9_133738283_CDK9_chr9_130548409	0.00189225866371441	0.0859693411506404
ABL1_chr9_133738283_CDKN1B_chr12_12870931	0.0225883106098455	0.0482787898637965
ABL1_chr9_133738283_CHEK1_chr11_125496687	-0.112832496602755	0.0363461499997925
ABL1_chr9_133738283_CHEK2_chr22_29085137	-0.00782977505410506	0.0556366317898372
ABL1_chr9_133738283_DHFR_chr5_79950216	0.0146703228203562	0.0429387734584329
ABL1_chr9_133738283_DHFR_chr5_79950217	-0.0103833563431073	0.0315293324887465
ABL1_chr9_133738283_EGFR_chr7_55086962	-0.154884133034689	0.0455355809521857
ABL1_chr9_133738283_EGFR_chr7_55209992	-0.095295216547032	0.0707487247248028
ABL1_chr9_133738283_ERBB2_chr17_37868292	-0.026051588126835	0.0397993576716059
ABL1_chr9_133738283_FGFR2_chr10_123298118	-0.066818369478658	0.0633870355015931
ABL1_chr9_133738283_FGFR3_chr4_1795736	-0.0440986888517949	0.053231161742257
ABL1_chr9_133738283_FLT3_chr13_28636172	0.0412750802286809	0.0411663679418334
ABL1_chr9_133738283_FLT3_chr13_28674643	-0.159444524229301	0.00881590897734953
ABL1_chr9_133738283_FNTA_chr8_42911471	-0.120663245838892	0.017713433877167
ABL1_chr9_133738283_FNTA_chr8_42924781	0.00759392042462425	0.0552243386467157
ABL1_chr9_133738283_GATA3_chr10_8097612	-0.107215512665947	0.0817623726489967
ABL1_chr9_133738283_HDAC1_chr1_32792601	0.00557764292520547	0.0191548293077977
ABL1_chr9_133738283_HDAC2_chr6_114266539	0.0577821640149492	0.0393168837503425
ABL1_chr9_133738283_HDAC6_chrX_48661089	0.0225054745244644	0.0444681025809142
ABL1_chr9_133738283_HSP90AA1_chr14_102551760	-0.0864135997257712	0.0612831747009555
ABL1_chr9_133738283_HSP90AA1_chr14_102552141	0.0617690810109996	0.0543360644968556
ABL1_chr9_133738283_HSP90AA1_chr14_102605736	-0.0476637914224584	0.101646681321295
ABL1_chr9_133738283_IGF1R_chr15_99192824	0.080456782423531	0.0368603402348013
ABL1_chr9_133738283_IGF1R_chr15_99434807	0.00504996862385285	0.0635614239592154
ABL1_chr9_133738283_KDM5C_chrX_53241021	-0.104727481998617	0.107107168957595
ABL1_chr9_133738283_KDM5C_chrX_53254068	-0.0195354936012783	0.0272863369726827
ABL1_chr9_133738283_KDM6A_chrX_44732838	-0.0428030355996541	0.0313100120334268
ABL1_chr9_133738283_KIT_chr4_55524176	0.0179193950821393	0.065335142922545
ABL1_chr9_133738283_KMT2D_chr12_49448161	0.0156634208094022	0.0755893491651399
ABL1_chr9_133738283_MAP2K1_chr15_66679721	-0.114011046004034	0.0170193386999154
ABL1_chr9_133738283_MAP2K1_chr15_66679756	-0.0426192242113672	0.0427200064254891
ABL1_chr9_133738283_MAP3K1_chr5_56152466	-0.0259767552175566	0.0369948687497398
ABL1_chr9_133738283_MET_chr7_116339123	0.0275079607164524	0.0335091541884528
ABL1_chr9_133738283_MET_chr7_116340188	0.00244402036527979	0.0646521458732137
ABL1_chr9_133738283_MLH1_chr3_37035029	0.00448112609970217	0.0481722933628951
ABL1_chr9_133738283_MLH1_chr3_37038179	0.00961840394322836	0.04233182682449
ABL1_chr9_133738283_MLH1_chr3_37045912	-0.0687757863541759	0.0596644586715979
ABL1_chr9_133738283_MTOR_chr1_11317010	-0.0268316321354286	0.0511837719317882
ABL1_chr9_133738283_MTOR_chr1_11317149	0.0239562680870536	0.0739440994648408
ABL1_chr9_133738283_NF1_chr17_29483038	-0.0826340676350518	0.0953262160039219
0NonTargetingControlGuideForHuman0362_ABL1_chr9_133738283	-0.0475878074637512	0.0680546646312145
0NonTargetingControlGuideForHuman0412_ABL1_chr9_133738283	-0.0440171471500763	0.0669903964338227
ABL1_chr9_133738283_PARP1_chr1_226595581	-0.0859258462454276	0.0993558483489309
ABL1_chr9_133738283_PDGFRA_chr4_55124963	-0.0623448106601831	0.0806060967332972
ABL1_chr9_133738283_PIK3CA_chr3_178916614	0.0745961646338247	0.0826267180180793
ABL1_chr9_133738283_PIK3R1_chr5_67522521	-0.00805574688930633	0.0331073547599579
ABL1_chr9_133738283_PIK3R1_chr5_67576421	0.0581351935016898	0.0456152374508208
ABL1_chr9_133738283_PRKDC_chr8_48872683	0.0147752536211531	0.102931137780455
ABL1_chr9_133738283_PTEN_chr10_89653786	-0.00548671430418262	0.0459128414666714
ABL1_chr9_133738283_RB1_chr13_48878054	-0.019621401999062	0.0622712455777559
ABL1_chr9_133738283_RB1_chr13_48934148	-0.0684700609656617	0.0551537113934795
ABL1_chr9_133738283_RB1_chr13_48936969	-0.00738605750313262	0.0593103491099661
ABL1_chr9_133738283_ROR1_chr1_64240072	0.011891599367884	0.0304158441077889
ABL1_chr9_133738283_ROR1_chr1_64240089	0.00271723685488842	0.0487743507216084
ABL1_chr9_133738283_RPS6KB1_chr17_57987922	-0.0583866627145534	0.0356208620541758
ABL1_chr9_133738283_RRM2_chr2_10262728	-0.0322236014614469	0.0634355482450312
ABL1_chr9_133738283_RUNX1_chr21_36252860	0.0621094962748127	0.0347037822504207
ABL1_chr9_133738283_RUNX1_chr21_36252902	-0.0253174562181943	0.0616011546708774
ABL1_chr9_133738283_RUNX1_chr21_36421144	0.00119487867527855	0.050464570945084
ABL1_chr9_133738283_SETD2_chr3_47142972	0.111230797351762	0.059195253101023
ABL1_chr9_133738283_SMAD4_chr18_48573460	-0.109253141013333	0.0992880590572946
ABL1_chr9_133738283_SMARCA4_chr19_11095011	-0.0938672491240897	0.0482101820481746
ABL1_chr9_133738283_SMO_chr7_128845081	-0.0722745116791228	0.106352269564392
ABL1_chr9_133738283_SMO_chr7_128845117	-0.0136314066496559	0.0929964729195309
ABL1_chr9_133738283_SRC_chr20_36012562	-0.0729443917966466	0.0629556301769393
ABL1_chr9_133738283_SRC_chr20_36022600	0.00825387673691823	0.0613549485868602
ABL1_chr9_133738283_TOP1_chr20_39657693	0.00973841019365955	0.0237810595642717
ABL1_chr9_133738283_TOP1_chr20_39690055	-0.0330280143819119	0.0710651722486221
ABL1_chr9_133738283_TP53_chr17_7578373	0.0821323157600408	0.0393615189103897
ABL1_chr9_133738283_TSC1_chr9_135796748	-0.00225513038828236	0.0253203264906344
ABL1_chr9_133738283_TYMS_chr18_657730	0.0286265773497752	0.0296048471004641
ABL1_chr9_133738283_TYMS_chr18_659665	-0.00343831780623514	0.0538287218157641
ABL1_chr9_133738283_VEGFA_chr6_43738425	0.0128897188284148	0.0606587777183008
ABL1_chr9_133738283_VEGFA_chr6_43742077	0.0287111105699741	0.0186276130661698
ABL1_chr9_133738283_VHL_chr3_10183791	-0.0534876657601986	0.0590724971354211
ABL1_chr9_133738283_WEE1_chr11_9595462	0.0300424222670438	0.0282394700741553
ABL1_chr9_133738283_WEE1_chr11_9595542	-0.0276630626823156	0.0874199159991381
ABL1_chr9_133738283_WEE1_chr11_9595845	-0.026574172537961	0.082741408977839
ABL1_chr9_133738356_ADA_chr20_43280245	0.0140207044090405	0.0332581439693909
ABL1_chr9_133738356_AKT1_chr14_105239609	0.00601731248506403	0.0500270801838919
ABL1_chr9_133738356_AKT1_chr14_105239686	-0.0256346437618779	0.0227869941479616
ABL1_chr9_133738356_AKT1_chr14_105258968	0.00839270980914661	0.0251554983587066
ABL1_chr9_133738356_APC_chr5_112043408	0.0303976843044232	0.0426921007917425
ABL1_chr9_133738356_APC_chr5_112102023	0.0197131256551808	0.0610849359752783
ABL1_chr9_133738356_ARID1A_chr1_27056286	0.0116722710459624	0.0602686772641024
ABL1_chr9_133738356_ARID1A_chr1_27056288	-0.0303919988574257	0.0427608428034502
ABL1_chr9_133738356_ARID2_chr12_46123614	-0.0455706254459714	0.0203081447670091
ABL1_chr9_133738356_ATM_chr11_108098350	-0.00663488790345326	0.0320936302998678
ABL1_chr9_133738356_ATM_chr11_108098390	-0.0319778996100341	0.0386377647538066
ABL1_chr9_133738356_ATM_chr11_108098402	0.0747987825109158	0.0605643490440988
ABL1_chr9_133738356_BRAF_chr7_140508787	0.0147832977091184	0.0288652961011623
ABL1_chr9_133738356_BRAF_chr7_140624501	0.0375160954509467	0.0278608064816547
ABL1_chr9_133738356_BRCA1_chr17_41256141	-0.0426069296925319	0.0674201897705408
ABL1_chr9_133738356_BRCA1_chr17_41267735	0.000454194047378653	0.0364137479466414
ABL1_chr9_133738356_BRD4_chr19_15376361	0.0122616934374389	0.0454682372655184
ABL1_chr9_133738356_BTK_chrX_100629565	-0.0966363138456113	0.081150964950159
ABL1_chr9_133738356_CASP8_chr2_202123033	0.0146362757224748	0.0534937626195639
ABL1_chr9_133738356_CASP8_chr2_202131404	-0.0184249504941382	0.0588535836839803
ABL1_chr9_133738356_CDH1_chr16_68772255	-0.0310837651536862	0.0814222760638662
ABL1_chr9_133738356_CDK4_chr12_58144705	0.0171611299586945	0.0227917132941813
ABL1_chr9_133738356_CDK4_chr12_58145497	-0.0536029826377708	0.0540413999691184
ABL1_chr9_133738356_CDK6_chr7_92244474	-0.0100954629601819	0.0750652474990139
ABL1_chr9_133738356_CDK6_chr7_92252365	0.0187196927334489	0.0581899437818745
ABL1_chr9_133738356_CDK9_chr9_130548409	-0.0410535969687312	0.0427551751556909
ABL1_chr9_133738356_CDK9_chr9_130548998	-0.117696411779324	0.0315870189118134
ABL1_chr9_133738356_CDKN1B_chr12_12871196	0.0145317526078535	0.0382118514485805
ABL1_chr9_133738356_CDKN2A_chr9_21994327	-0.0329283967037576	0.0533201571106668
ABL1_chr9_133738356_CHEK1_chr11_125499147	0.00470516381422435	0.0702675880711301
ABL1_chr9_133738356_DHFR_chr5_79949819	-0.0725824552995351	0.0724188908332569
ABL1_chr9_133738356_DHFR_chr5_79950216	-0.00580409144246455	0.0418241802904461
ABL1_chr9_133738356_ERBB2_chr17_37868221	-0.00199476945417115	0.0341915838419152
ABL1_chr9_133738356_FGFR2_chr10_123298215	-0.0676449328606712	0.047261118277224
ABL1_chr9_133738356_FGFR2_chr10_123353328	-0.00471178130385203	0.0250111637891667
ABL1_chr9_133738356_FGFR3_chr4_1795655	0.00271835569902571	0.0344762016851778
ABL1_chr9_133738356_FGFR3_chr4_1795735	0.0075612445579943	0.0396766425251844
ABL1_chr9_133738356_FGFR3_chr4_1795736	0.0278801014890246	0.0349623322653847
ABL1_chr9_133738356_FLT3_chr13_28636131	-0.0189580118912626	0.0731460106983567
ABL1_chr9_133738356_FNTA_chr8_42914260	0.0699122961216072	0.098918545546603
ABL1_chr9_133738356_FNTA_chr8_42924781	-0.11693084562686	0.0704937020241154
ABL1_chr9_133738356_GATA3_chr10_8097722	0.089012085300487	0.0476305130770884
ABL1_chr9_133738356_GATA3_chr10_8097790	-2.47069423327077e-06	0.052760232056222
ABL1_chr9_133738356_HDAC1_chr1_32757816	0.0095611476059845	0.0518212639749542
ABL1_chr9_133738356_HDAC1_chr1_32792637	0.00968871697996412	0.0459564105454091
ABL1_chr9_133738356_HDAC2_chr6_114267214	-0.0996420927598016	0.023274703987783
ABL1_chr9_133738356_HDAC2_chr6_114292056	0.0352125141825744	0.0206235732422473
ABL1_chr9_133738356_HDAC6_chrX_48661089	0.0797987532975424	0.0665612227439339
ABL1_chr9_133738356_HDAC6_chrX_48661385	-0.0236718421826584	0.0559154367462972
ABL1_chr9_133738356_JAK2_chr9_5021970	0.0395450500272892	0.057410262832044
ABL1_chr9_133738356_JAK2_chr9_5050816	-0.00866801275418862	0.0431214288420338
ABL1_chr9_133738356_KDM5C_chrX_53241022	0.0234360295070539	0.0424308659840835
ABL1_chr9_133738356_KDM5C_chrX_53254068	0.00504716924833927	0.0457544662011537
ABL1_chr9_133738356_KDM6A_chrX_44820616	-0.0736377562544803	0.0594511742926229
ABL1_chr9_133738356_KIT_chr4_55524164	0.0443156108102708	0.0546574170365833
ABL1_chr9_133738356_KIT_chr4_55524229	-0.0447762343263303	0.0796558908186909
ABL1_chr9_133738356_KMT2D_chr12_49448161	-0.0124026312877611	0.0536284995115566
ABL1_chr9_133738356_KMT2D_chr12_49448168	-0.0367177821152091	0.0495755928723146
ABL1_chr9_133738356_KMT2D_chr12_49448468	-0.0155424283334399	0.0160684925358875
ABL1_chr9_133738356_MAP2K1_chr15_66679728	-0.0271619645802293	0.0460826445190591
ABL1_chr9_133738356_MAP3K1_chr5_56111382	0.00336657464669657	0.105592660325243
ABL1_chr9_133738356_MAP3K1_chr5_56152466	0.0239467598911112	0.0310924252267523
ABL1_chr9_133738356_MET_chr7_116340207	-0.108260655692077	0.0546676636003259
ABL1_chr9_133738356_MLH1_chr3_37035029	-0.00183585923004526	0.0262264016174327
ABL1_chr9_133738356_MLH1_chr3_37038179	-0.0612144157281867	0.0679316443021282
ABL1_chr9_133738356_MSH6_chr2_48018111	0.0315553658039287	0.0288898539531004
ABL1_chr9_133738356_MSH6_chr2_48018154	-0.0370391382390411	0.0337808896168973
ABL1_chr9_133738356_MTOR_chr1_11317010	-0.0229083940554491	0.0602162389523177
ABL1_chr9_133738356_NF1_chr17_29422308	-0.000355289065406071	0.0569336975250774
ABL1_chr9_133738356_NF1_chr17_29483039	-0.0216462317068739	0.0439931686655724
0NonTargetingControlGuideForHuman0362_ABL1_chr9_133738356	0.0110716463033797	0.0386807758163668
0NonTargetingControlGuideForHuman0412_ABL1_chr9_133738356	-0.0149382109480168	0.0716167053241829
ABL1_chr9_133738356_PARP1_chr1_226578249	-0.0229158291550034	0.0403875504392792
ABL1_chr9_133738356_PARP1_chr1_226595581	-0.056854470884586	0.0422450719723501
ABL1_chr9_133738356_PBRM1_chr3_52702516	0.0486708938637094	0.0211805806940775
ABL1_chr9_133738356_PDGFRA_chr4_55124932	-0.00385275692134729	0.0222605892120376
ABL1_chr9_133738356_PDGFRA_chr4_55124963	-0.0488097494825403	0.0413028213050456
ABL1_chr9_133738356_PIK3CA_chr3_178919167	-0.0105922055070853	0.0406185714000144
ABL1_chr9_133738356_PIK3R1_chr5_67576410	-0.0595288414706511	0.0323275136023998
ABL1_chr9_133738356_PRKDC_chr8_48686398	-0.028107614186702	0.0492137430744699
ABL1_chr9_133738356_PRKDC_chr8_48872683	-0.0568648693174007	0.073190141390803
ABL1_chr9_133738356_PTEN_chr10_89711868	-0.0208676278738622	0.0571193970841948
ABL1_chr9_133738356_RB1_chr13_48936969	0.055685599731409	0.0398473392137869
ABL1_chr9_133738356_ROR1_chr1_64240072	-0.0154285401676796	0.0298995949266082
ABL1_chr9_133738356_ROR1_chr1_64240143	-0.0334361935307751	0.0447242036845055
ABL1_chr9_133738356_RPS6KB1_chr17_57970538	0.00720301075591226	0.0388369291668206
ABL1_chr9_133738356_RRM2_chr2_10262728	-0.0688704871835606	0.0214423227181952
ABL1_chr9_133738356_RRM2_chr2_10262957	-0.0500695984921241	0.0360990377703999
ABL1_chr9_133738356_SETD2_chr3_47205411	-0.00835487433559479	0.0488659940628576
ABL1_chr9_133738356_SMAD4_chr18_48575673	-0.0964886602329472	0.0491198183410227
ABL1_chr9_133738356_SMAD4_chr18_48586241	-0.0400582739148892	0.0701500690934986
ABL1_chr9_133738356_SMARCA4_chr19_11094851	-0.00935264051673887	0.0209614411836237
ABL1_chr9_133738356_SMARCA4_chr19_11095011	0.00947718184022785	0.0321172893544969
ABL1_chr9_133738356_SMARCB1_chr22_24129339	-0.0455379244481242	0.0559175467833903
ABL1_chr9_133738356_SMARCB1_chr22_24133993	-0.0531022159680405	0.0730399466918295
ABL1_chr9_133738356_SRC_chr20_36022600	0.0044760329663185	0.0556565891279758
ABL1_chr9_133738356_TOP1_chr20_39690055	0.0285914868937236	0.108275120726924
